Payment_Transaction_ID,Order_ID,Customer_ID,Payment_Method_ID,Transaction_Date,Payment_Amount,Payment_Status,Gateway_Response
TXN_900555,ORD_10514,CUST_2047,PAY_AJIO_WALLET,19-10-2024,1752.21,Success,
TXN_900556,ORD_10515,CUST_2268,PAY_NB,16-02-2024,763.45,Success,Transaction Approved
TXN_900557,ORD_10516,CUST_2161,PAY_NB,18-01-2025,5412.83,Success,Transaction Approved
TXN_900558,ORD_10517,CUST_2112,PAY_CC,13-08-2024,493.11,Success,Transaction Approved
TXN_900559,ORD_10518,CUST_2029,PAY_DC,11-06-2024,1965.84,Success,Transaction Approved
TXN_900560,ORD_10519,CUST_2127,PAY_CC,07-07-2024,3159.37,Success,Transaction Approved
TXN_900561,ORD_10520,CUST_2018,PAY_AJIO_WALLET,12-09-2024,6639.17,Success,Transaction Approved
TXN_900562,ORD_10521,CUST_2197,PAY_AJIO_WALLET,16-12-2024,348.4,Success,
TXN_900563,ORD_10522,CUST_2122,PAY_COD,20-07-2024,1078.17,Success,Transaction Approved
TXN_900564,ORD_10523,CUST_2121,PAY_CC,27-01-2025,348.4,Success,Transaction Approved
TXN_900565,ORD_10524,CUST_2018,PAY_UPI,30-07-2024,5528.89,Success,Transaction Approved
TXN_900566,ORD_10525,CUST_2052,PAY_AJIO_WALLET,29-06-2024,5311.34,Success,Transaction Approved
TXN_900567,ORD_10526,CUST_2281,PAY_COD,27-01-2024,1576.21,Failed,
TXN_900568,ORD_10526,CUST_2281,pay_cc,27-01-2024,1576.21,Success,Transaction Approved
TXN_900569,ORD_10527,CUST_2228,PAY_CC,17-11-2024,5119.36,Success,Transaction Approved
TXN_900570,ORD_10528,CUST_2043,PAY_CC,28-01-2025,5218.69,Success,Transaction Approved
TXN_900571,ORD_10529,CUST_2211,PAY_COD,03-09-2024,3583.55,Success,Transaction Approved
TXN_900572,ORD_10530,CUST_2168,PAY_CC,04-03-2024,10238.72,Success,Transaction Approved
TXN_900573,ORD_10531,CUST_2293,PAY_UPI,16-11-2024,6568.36,Success,
TXN_900574,ORD_10532,CUST_2237,PAY_AJIO_WALLET,11-12-2024,2787.3,Success,  Transaction Approved   
TXN_900575,ORD_10533,CUST_2077,PAY_CC,01-02-2025,552.37,Success,Transaction Approved
TXN_900576,ORD_10534,CUST_2233,PAY_COD,14-04-2024,19917.51,  Success   ,Transaction Approved
TXN_900577,ORD_10535,CUST_2137,PAY_COD,15-04-2024,348.4,Success,Transaction Approved
TXN_900578,ORD_10536,CUST_2145,PAY_CC,15-03-2024,1659.17,Success,Transaction Approved
TXN_900579,ORD_10537,CUST_2135,PAY_COD,16-12-2024,2481.38,Success,Transaction Approved
TXN_900580,ORD_10538,CUST_2006,PAY_DC,18-04-2024,3931.69,SUCCESS,
TXN_900581,ORD_10539,CUST_2132,PAY_NB,30-04-2024,1510.11,Success,
TXN_900582,ORD_10540,CUST_2024,PAY_NB,21-07-2024,5159.35,Success,Transaction Approved
TXN_900583,ORD_10541,CUST_2287,PAY_CC,09-09-2024,1918.72,Success,  Transaction Approved   
TXN_900584,ORD_10542,CUST_2068,PAY_AJIO_WALLET,13-05-2024,552.37,Failed,User Cancelled
TXN_900585,ORD_10542,CUST_2068,PAY_UPI,13-05-2024,552.37,Success,
TXN_900586,ORD_10543,CUST_2066,PAY_DC,08-08-2024,5897.53,Success,Transaction Approved
TXN_900587,ORD_10544,CUST_2135,PAY_DC,25-03-2024,1406.24,Success,Transaction Approved
TXN_900588,ORD_10545,CUST_2252,PAY_NB,13-08-2024,826.45,Success,Transaction Approved
TXN_900589,ORD_10546,CUST_2028,PAY_UPI,27-12-2024,2043.49,Success,transaction approved
TXN_900590,ORD_10547,CUST_2254,PAY_DC,22-08-2024,1139.24,Success,Transaction Approved
TXN_900591,ORD_10548,CUST_2076,PAY_UPI,04-02-2024,5914.52,Success,Transaction Approved
TXN_900592,ORD_10549,CUST_2140,PAY_AJIO_WALLET,01-03-2024,2009,SUCCESS,Transaction Approved
TXN_900593,ORD_10550,CUST_2093,pay_upi,12-12-2024,2854.57,Success,Transaction Approved
TXN_900594,ORD_10551,CUST_2014,PAY_AJIO_WALLET,29-10-2024,647.8,success,Transaction Approved
TXN_900595,ORD_10552,CUST_2079,PAY_COD,20-08-2024,26140.73,Success,Transaction Approved
TXN_900596,ORD_10553,CUST_2003,PAY_AJIO_WALLET,15-06-2024,1899.24,Success,Transaction Approved
TXN_900597,ORD_10554,CUST_2025,PAY_DC,15-01-2025,4095.49,Success,
TXN_900598,ORD_10555,CUST_2196,PAY_DC,29-01-2025,552.37,Success,Transaction Approved
TXN_900599,ORD_10556,CUST_2107,PAY_COD,30-11-2024,958.3,Success,
TXN_900600,ORD_10557,CUST_2252,PAY_AJIO_WALLET,11-04-2024,4095.49,Success,Transaction Approved
TXN_900601,ORD_10558,CUST_2050,PAY_NB,17-07-2024,5643.29,Success,Transaction Approved
TXN_900602,ORD_10559,CUST_2217,PAY_COD,08-10-2024,552.37,  Success   ,Transaction Approved
TXN_900603,ORD_10560,CUST_2021,PAY_COD,17-12-2024,6196.27,Success,Transaction Approved
TXN_900604,ORD_10561,CUST_2270,  PAY_NB   ,11-08-2024,2293.47,Failed,Network Timeout
TXN_900605,ORD_10561,CUST_2270,PAY_COD,08-11-2024,2293.47,Success,Transaction Approved
TXN_900606,ORD_10562,CUST_2245,PAY_CC,05-07-2024,348.4,Success,Transaction Approved
TXN_900607,ORD_10563,CUST_2292,PAY_UPI,18-09-2024,1199.2,Success,
TXN_900608,ORD_10564,CUST_2238,PAY_NB,26-10-2024,1428.9,Success,Transaction Approved
TXN_900609,ORD_10565,CUST_2009,PAY_AJIO_WALLET,04-03-2024,2435.39,Success,
TXN_900610,ORD_10566,CUST_2214,PAY_DC,20-08-2024,798.5,Success,Transaction Approved
TXN_900611,ORD_10567,CUST_2136,PAY_CC,17-01-2025,1614.35,Success,Transaction Approved
TXN_900612,ORD_10568,CUST_2055,PAY_UPI,01-07-2024,1119.44,Success,Transaction Approved
TXN_900613,ORD_10569,CUST_2236,PAY_AJIO_WALLET,09-06-2024,1025.32,SUCCESS,Transaction Approved
TXN_900614,ORD_10570,CUST_2185,PAY_AJIO_WALLET,06-03-2024,1025.32,Success,Transaction Approved
TXN_900615,ORD_10571,CUST_2008,PAY_UPI,14-01-2024,3115.22,Success,Transaction Approved
TXN_900616,ORD_10572,CUST_2075,PAY_COD,10-02-2024,775.27,Success,Transaction Approved
TXN_900617,ORD_10573,CUST_2238,PAY_COD,19-03-2024,493.11,Success,Transaction Approved
TXN_900618,ORD_10574,CUST_2249,PAY_COD,30-05-2024,3103.97,Success,Transaction Approved
TXN_900619,ORD_10575,CUST_2201,PAY_UPI,31-12-2024,4796.8,Success,Transaction Approved
TXN_900620,ORD_10576,CUST_2254,PAY_NB,28-05-2024,1576.21,success,Transaction Approved
TXN_900621,ORD_10577,CUST_2249,PAY_AJIO_WALLET,09-06-2024,3261.19,Success,Transaction Approved
TXN_900622,ORD_10578,CUST_2271,PAY_NB,17-05-2024,5503.31,SUCCESS,Transaction Approved
TXN_900623,ORD_10579,CUST_2243,PAY_NB,23-12-2024,3305.17,Success,Transaction Approved
TXN_900624,ORD_10580,CUST_2148,  PAY_COD   ,16-09-2024,1327.34,Success,Transaction Approved
TXN_900625,ORD_10581,CUST_2174,PAY_AJIO_WALLET,30-05-2024,12308.92,Success,Transaction Approved
TXN_900626,ORD_10582,CUST_2185,PAY_CC,19-12-2024,3839.52,SUCCESS,Transaction Approved
TXN_900627,ORD_10583,CUST_2067,PAY_CC,31-07-2024,958.3,Success,Transaction Approved
TXN_900628,ORD_10584,CUST_2108,PAY_UPI,07-01-2024,4159.48,Success,Transaction Approved
TXN_900629,ORD_10585,CUST_2258,  PAY_UPI   ,11-12-2024,1199.2,Success,Transaction Approved
TXN_900630,ORD_10586,CUST_2115,PAY_DC,29-01-2025,1655.45,Success,Transaction Approved
TXN_900631,ORD_10587,CUST_2078,PAY_NB,27-12-2024,2425.88,Failed,Authentication Failed
TXN_900632,ORD_10587,CUST_2078,PAY_UPI,27-12-2024,2425.88,Success,Transaction Approved
TXN_900633,ORD_10588,CUST_2225,PAY_UPI,11-08-2024,10238.72,Success,Transaction Approved
TXN_900634,ORD_10589,CUST_2022,PAY_CC,15-04-2024,2065.42,Success,
TXN_900635,ORD_10590,CUST_2150,PAY_NB,20-02-2024,1079.28,Success,Transaction Approved
TXN_900636,ORD_10591,CUST_2172,  PAY_UPI   ,31-07-2024,5643.29,Success,Transaction Approved
TXN_900637,ORD_10592,CUST_2243,PAY_NB,07-09-2024,1614.35,  Success   ,Transaction Approved
TXN_900638,ORD_10593,CUST_2126,PAY_NB,03-11-2024,493.11,Success,Transaction Approved
TXN_900639,ORD_10594,CUST_2210,PAY_NB,16-01-2024,761.02,Success,
TXN_900640,ORD_10595,CUST_2006,PAY_NB,06-10-2024,5396.4,  Success   ,Transaction Approved
TXN_900641,ORD_10596,CUST_2085,PAY_COD,24-11-2024,3358.32,Success,Transaction Approved
TXN_900642,ORD_10597,CUST_2030,PAY_AJIO_WALLET,08-02-2024,1720.1,Success,
TXN_900643,ORD_10598,CUST_2284,PAY_AJIO_WALLET,25-06-2024,2048.52,Success,
TXN_900644,ORD_10599,CUST_2271,PAY_CC,25-11-2024,2003.89,Success,Transaction Approved
TXN_900645,ORD_10600,CUST_2227,PAY_AJIO_WALLET,06-03-2024,1079.28,Success,Transaction Approved
TXN_900646,ORD_10601,CUST_2172,PAY_AJIO_WALLET,23-09-2024,701.78,Success,Transaction Approved
TXN_900647,ORD_10602,CUST_2048,PAY_DC,21-11-2024,1630.6,Success,Transaction Approved
TXN_900648,ORD_10603,CUST_2277,PAY_CC,15-09-2024,2142.93,Success,Transaction Approved
TXN_900649,ORD_10604,CUST_2191,PAY_NB,22-01-2025,9478.1,Success,Transaction Approved
TXN_900650,ORD_10605,CUST_2230,PAY_AJIO_WALLET,30-04-2024,348.4,Success,
TXN_900651,ORD_10606,CUST_2274,PAY_CC,12-07-2024,1078.17,Success,Transaction Approved
TXN_900652,ORD_10607,CUST_2194,PAY_CC,25-10-2024,4348.26,Success,
TXN_900653,ORD_10608,CUST_2185,PAY_CC,29-07-2024,874.95,Success,Transaction Approved
TXN_900654,ORD_10609,CUST_2218,PAY_COD,07-08-2024,798.5,Success,Transaction Approved
TXN_900655,ORD_10610,CUST_2287,PAY_COD,21-11-2024,8696.52,Success,
TXN_900656,ORD_10611,CUST_2251,PAY_CC,09-05-2024,1410.29,Success,Transaction Approved
TXN_900657,ORD_10612,CUST_2263,PAY_UPI,30-08-2024,2048.52,success,Transaction Approved
TXN_900658,ORD_10613,CUST_2287,PAY_UPI,26-02-2024,724.48,Failed,User Cancelled
TXN_900659,ORD_10613,CUST_2287,PAY_NB,26-02-2024,724.48,Success,Transaction Approved
TXN_900660,ORD_10614,CUST_2149,PAY_CC,07-10-2024,1199.2,Success,Transaction Approved
TXN_900661,ORD_10615,CUST_2015,PAY_CC,06-05-2024,3839.52,Success,Transaction Approved
TXN_900662,ORD_10616,CUST_2251,PAY_NB,23-01-2024,5503.31,Success,TRANSACTION APPROVED
TXN_900663,ORD_10617,CUST_2159,PAY_DC,01-03-2025,1339.33,Success,transaction approved
TXN_900664,ORD_10618,CUST_2071,PAY_COD,17-03-2024,2174.13,Success,
TXN_900665,ORD_10619,CUST_2210,PAY_COD,12-09-2024,1374.28,  Success   ,Transaction Approved
TXN_900666,ORD_10620,CUST_2046,PAY_AJIO_WALLET,30-01-2025,1078.17,Success,
TXN_900667,ORD_10621,CUST_2064,PAY_UPI,10-04-2024,1299.63,Success,
TXN_900668,ORD_10622,CUST_2292,PAY_COD,03-02-2024,4891.79,Success,Transaction Approved
TXN_900669,ORD_10623,CUST_2093,PAY_CC,23-10-2024,5847.27,Failed,Insufficient Funds
TXN_900670,ORD_10623,CUST_2093,PAY_NB,23-10-2024,5847.27,Success,Transaction Approved
TXN_900671,ORD_10624,CUST_2274,PAY_COD,01-12-2024,752.12,Success,Transaction Approved
TXN_900672,ORD_10625,CUST_2213,PAY_NB,16-02-2024,22013.25,Success,Transaction Approved
TXN_900673,ORD_10626,CUST_2278,PAY_CC,15-02-2024,958.3,Success,Transaction Approved
TXN_900674,ORD_10627,CUST_2209,PAY_UPI,04-02-2024,1428.9,Success,Transaction Approved
TXN_900675,ORD_10628,CUST_2153,PAY_DC,14-06-2024,736.14,Success,Transaction Approved
TXN_900676,ORD_10629,CUST_2062,PAY_CC,09-09-2024,1798.8,success,
TXN_900677,ORD_10630,CUST_2198,PAY_UPI,27-07-2024,2783.3,SUCCESS,Transaction Approved
TXN_900678,ORD_10631,CUST_2209,PAY_UPI,27-10-2024,813.49,Success,Transaction Approved
TXN_900679,ORD_10632,CUST_2285,PAY_CC,16-08-2024,1223.18,Success,Transaction Approved
TXN_900680,ORD_10633,CUST_2257,PAY_CC,27-03-2024,2623.34,Success,transaction approved
TXN_900681,ORD_10634,CUST_2217,PAY_COD,25-08-2024,3239.19,Success,TRANSACTION APPROVED
TXN_900682,ORD_10635,CUST_2086,  PAY_COD   ,14-12-2024,27516.56,Success,
TXN_900683,ORD_10636,CUST_2109,  PAY_NB   ,13-01-2025,1339.33,Success,Transaction Approved
TXN_900684,ORD_10637,CUST_2154,PAY_AJIO_WALLET,06-01-2025,2516.85,Success,Transaction Approved
TXN_900685,ORD_10638,CUST_2222,PAY_NB,24-06-2024,2623.34,Success,Transaction Approved
TXN_900686,ORD_10639,CUST_2232,PAY_AJIO_WALLET,23-08-2024,3159.37,Success,Transaction Approved
TXN_900687,ORD_10640,CUST_2069,PAY_UPI,01-05-2024,813.49,Failed,Authentication Failed
TXN_900688,ORD_10640,CUST_2069,PAY_DC,05-01-2024,813.49,Success,
TXN_900689,ORD_10641,CUST_2285,PAY_AJIO_WALLET,10-02-2024,1499,Success,Transaction Approved
TXN_900690,ORD_10642,CUST_2040,PAY_AJIO_WALLET,29-06-2024,7279.09,Success,Transaction Approved
TXN_900691,ORD_10643,CUST_2184,PAY_AJIO_WALLET,07-08-2024,736.14,Success,Transaction Approved
TXN_900692,ORD_10644,CUST_2114,PAY_DC,07-02-2024,1576.21,  Success   ,Transaction Approved
TXN_900693,ORD_10645,CUST_2156,PAY_CC,07-04-2024,4351.46,SUCCESS,Transaction Approved
TXN_900694,ORD_10646,CUST_2108,PAY_AJIO_WALLET,22-05-2024,4815.4,Success,Transaction Approved
TXN_900695,ORD_10647,CUST_2088,PAY_AJIO_WALLET,15-12-2024,4939.38,Success,TRANSACTION APPROVED
TXN_900696,ORD_10648,CUST_2034,PAY_AJIO_WALLET,18-10-2024,4017.99,Success,Transaction Approved
TXN_900697,ORD_10649,CUST_2141,  PAY_AJIO_WALLET   ,20-12-2024,3279.18,Success,
TXN_900698,ORD_10650,CUST_2130,PAY_COD,24-11-2024,2143.35,Success,
TXN_900699,ORD_10651,CUST_2027,PAY_COD,14-12-2024,1078.17,Success,Transaction Approved
TXN_900700,ORD_10652,CUST_2186,PAY_UPI,22-05-2024,2065.42,SUCCESS,Transaction Approved
TXN_900701,ORD_10653,CUST_2162,PAY_CC,19-10-2024,27516.56,Success,Transaction Approved
TXN_900702,ORD_10654,CUST_2116,PAY_UPI,17-06-2024,966.39,Success,Transaction Approved
TXN_900703,ORD_10655,CUST_2050,PAY_COD,16-11-2024,13758.28,Success,Transaction Approved
TXN_900704,ORD_10656,CUST_2127,PAY_CC,19-06-2024,5566.61,success,Transaction Approved
TXN_900705,ORD_10657,CUST_2038,PAY_NB,16-11-2024,867.37,Success,  Transaction Approved   
TXN_900706,ORD_10658,CUST_2044,PAY_UPI,21-12-2024,2398.4,Success,
TXN_900707,ORD_10659,CUST_2032,PAY_COD,16-11-2024,3239.19,Success,Transaction Approved
TXN_900708,ORD_10660,CUST_2029,pay_dc,11-12-2024,3639.54,Failed,User Cancelled
TXN_900709,ORD_10660,CUST_2029,PAY_NB,11-12-2024,3639.54,Success,Transaction Approved
TXN_900710,ORD_10661,CUST_2006,PAY_COD,13-11-2024,918.42,Success,Transaction Approved
TXN_900711,ORD_10662,CUST_2014,PAY_DC,22-02-2024,918.42,Success,Transaction Approved
TXN_900712,ORD_10663,CUST_2035,PAY_CC,17-09-2024,1339.33,Success,Transaction Approved
TXN_900713,ORD_10664,CUST_2247,PAY_COD,23-01-2024,1410.29,Success,Transaction Approved
TXN_900714,ORD_10665,CUST_2300,PAY_AJIO_WALLET,10-04-2024,1119.44,Success,transaction approved
TXN_900715,ORD_10666,CUST_2159,PAY_DC,22-09-2024,752.12,Success,
TXN_900716,ORD_10667,CUST_2075,PAY_NB,08-04-2024,1199.2,Success,Transaction Approved
TXN_900717,ORD_10668,CUST_2103,PAY_CC,12-07-2024,813.49,  Success   ,Transaction Approved
TXN_900718,ORD_10669,CUST_2240,pay_dc,20-06-2024,752.12,Success,Transaction Approved
TXN_900719,ORD_10670,CUST_2169,PAY_COD,01-02-2024,958.3,Success,Transaction Approved
TXN_900720,ORD_10671,CUST_2118,PAY_CC,28-01-2025,1478.01,Success,TRANSACTION APPROVED
TXN_900721,ORD_10672,CUST_2193,PAY_CC,02-07-2024,3279.18,Success,Transaction Approved
TXN_900722,ORD_10673,CUST_2059,PAY_COD,26-01-2025,493.11,Success,Transaction Approved
TXN_900723,ORD_10674,CUST_2016,PAY_DC,14-05-2024,2787.3,Success,
TXN_900724,ORD_10675,CUST_2284,PAY_CC,14-05-2024,2919.27,Success,Transaction Approved
TXN_900725,ORD_10676,CUST_2071,PAY_UPI,06-05-2024,736.14,Success,Transaction Approved
TXN_900726,ORD_10677,CUST_2191,PAY_NB,30-12-2024,763.45,Success,
TXN_900727,ORD_10678,CUST_2067,PAY_CC,07-10-2024,3839.52,Failed,Network Timeout
TXN_900728,ORD_10678,CUST_2067,PAY_CC,07-10-2024,3839.52,Success,Transaction Approved
TXN_900729,ORD_10679,CUST_2126,PAY_NB,10-01-2024,4858.78,Success,Transaction Approved
TXN_900730,ORD_10680,CUST_2168,PAY_AJIO_WALLET,17-09-2024,7006.25,Success,
TXN_900731,ORD_10681,CUST_2108,PAY_COD,26-03-2024,1576.21,Success,Transaction Approved
TXN_900732,ORD_10682,CUST_2261,PAY_NB,30-12-2024,724.48,Success,
TXN_900733,ORD_10683,CUST_2248,PAY_COD,22-11-2024,1079.28,SUCCESS,Transaction Approved
TXN_900734,ORD_10684,CUST_2107,PAY_CC,21-07-2024,2043.49,Success,Transaction Approved
TXN_900735,ORD_10685,CUST_2194,PAY_DC,03-09-2024,1339.33,Success,Transaction Approved
TXN_900736,ORD_10686,CUST_2266,PAY_NB,14-11-2024,724.48,Success,Transaction Approved
TXN_900737,ORD_10687,CUST_2240,PAY_DC,14-07-2024,1119.44,Success,Transaction Approved
TXN_900738,ORD_10688,CUST_2120,PAY_UPI,30-05-2024,3159.37,success,Transaction Approved
TXN_900739,ORD_10689,CUST_2041,PAY_CC,07-03-2024,5119.36,Success,
TXN_900740,ORD_10690,CUST_2171,PAY_DC,28-01-2025,5246.69,Success,Transaction Approved
TXN_900741,ORD_10691,CUST_2098,  PAY_CC   ,13-05-2024,2050.63,Success,Transaction Approved
TXN_900742,ORD_10692,CUST_2145,PAY_COD,22-01-2025,4647.42,success,
TXN_900743,ORD_10693,CUST_2263,PAY_COD,18-01-2025,867.37,Success,Transaction Approved
TXN_900744,ORD_10694,CUST_2265,PAY_NB,24-08-2024,1875.06,Success,
TXN_900745,ORD_10695,CUST_2161,PAY_COD,08-12-2024,2048.52,Success,Transaction Approved
TXN_900746,ORD_10696,CUST_2016,PAY_NB,01-12-2025,724.48,Success,Transaction Approved
TXN_900747,ORD_10697,CUST_2182,PAY_COD,25-07-2024,1899.24,Success,
TXN_900748,ORD_10698,CUST_2167,PAY_NB,19-03-2024,1339.33,Failed,  Network Timeout   
TXN_900749,ORD_10698,CUST_2167,PAY_NB,19-03-2024,1339.33,Success,Transaction Approved
TXN_900750,ORD_10699,CUST_2294,PAY_COD,02-02-2024,965.44,Success,Transaction Approved
TXN_900751,ORD_10700,CUST_2244,PAY_NB,06-04-2024,2435.39,Success,Transaction Approved
TXN_900752,ORD_10701,CUST_2284,PAY_AJIO_WALLET,04-05-2024,958.3,Success,Transaction Approved
TXN_900753,ORD_10702,CUST_2198,PAY_CC,02-05-2024,348.4,Success,Transaction Approved
TXN_900754,ORD_10703,CUST_2266,PAY_DC,26-02-2024,4815.4,Success,
TXN_900755,ORD_10704,CUST_2245,PAY_COD,15-04-2024,1410.29,Success,Transaction Approved
TXN_900756,ORD_10705,CUST_2244,PAY_NB,14-09-2024,958.3,Success,Transaction Approved
TXN_900757,ORD_10706,CUST_2104,PAY_COD,11-05-2024,6879.14,Success,TRANSACTION APPROVED
TXN_900758,ORD_10707,CUST_2292,PAY_COD,01-12-2025,798.5,Success,
TXN_900759,ORD_10708,CUST_2234,PAY_AJIO_WALLET,30-03-2024,724.48,Success,Transaction Approved
TXN_900760,ORD_10709,CUST_2222,PAY_AJIO_WALLET,18-02-2024,918.42,Success,
TXN_900761,ORD_10710,CUST_2023,PAY_CC,10-02-2024,2335.42,Success,Transaction Approved
TXN_900762,ORD_10711,CUST_2035,PAY_AJIO_WALLET,29-07-2024,966.39,Success,Transaction Approved
TXN_900763,ORD_10712,CUST_2189,PAY_UPI,15-06-2024,552.37,Success,Transaction Approved
TXN_900764,ORD_10713,CUST_2130,PAY_UPI,23-11-2024,2295.43,Success,Transaction Approved
TXN_900765,ORD_10714,CUST_2237,PAY_AJIO_WALLET,22-07-2024,736.14,Success,Transaction Approved
TXN_900766,ORD_10715,CUST_2059,PAY_CC,25-08-2024,1079.28,Success,Transaction Approved
TXN_900767,ORD_10716,CUST_2043,PAY_CC,03-12-2024,9878.76,Success,Transaction Approved
TXN_900768,ORD_10717,CUST_2083,pay_upi,30-05-2024,958.3,Success,
TXN_900769,ORD_10718,CUST_2201,PAY_AJIO_WALLET,19-03-2024,958.3,  Success   ,Transaction Approved
TXN_900770,ORD_10719,CUST_2111,PAY_AJIO_WALLET,22-12-2024,1618.92,Success,Transaction Approved
TXN_900771,ORD_10720,CUST_2268,PAY_AJIO_WALLET,18-07-2024,775.27,Success,  Transaction Approved   
TXN_900772,ORD_10721,CUST_2027,PAY_UPI,05-07-2024,2109.36,Success,
TXN_900773,ORD_10722,CUST_2103,PAY_COD,21-06-2024,552.37,Success,Transaction Approved
TXN_900774,ORD_10723,CUST_2033,PAY_UPI,26-03-2024,2773.31,SUCCESS,Transaction Approved
TXN_900775,ORD_10724,CUST_2056,PAY_DC,15-11-2024,14938.13,Success,
TXN_900776,ORD_10725,CUST_2203,PAY_CC,14-06-2024,1000.52,Success,Transaction Approved
TXN_900777,ORD_10726,CUST_2162,PAY_CC,12-02-2024,4815.4,success,Transaction Approved
TXN_900778,ORD_10727,CUST_2189,PAY_CC,11-02-2024,4197.2,Success,Transaction Approved
TXN_900779,ORD_10728,CUST_2053,PAY_NB,18-02-2024,966.39,Success,  Transaction Approved   
TXN_900780,ORD_10729,CUST_2199,PAY_AJIO_WALLET,21-11-2024,763.45,Success,Transaction Approved
TXN_900781,ORD_10730,CUST_2247,PAY_UPI,17-08-2024,552.37,Success,Transaction Approved
TXN_900782,ORD_10731,CUST_2120,PAY_AJIO_WALLET,11-11-2024,2174.13,Success,
TXN_900783,ORD_10732,CUST_2220,PAY_NB,07-10-2024,867.37,Success,TRANSACTION APPROVED
TXN_900784,ORD_10733,CUST_2078,PAY_AJIO_WALLET,01-06-2025,3435.7,Success,TRANSACTION APPROVED
TXN_900785,ORD_10734,CUST_2228,PAY_DC,25-11-2024,1410.29,Success,Transaction Approved
TXN_900786,ORD_10735,CUST_2213,PAY_DC,10-01-2025,813.49,Success,Transaction Approved
TXN_900787,ORD_10736,CUST_2106,PAY_AJIO_WALLET,22-12-2024,4419.45,Failed,User Cancelled
TXN_900788,ORD_10736,CUST_2106,PAY_UPI,22-12-2024,4419.45,Success,Transaction Approved
TXN_900789,ORD_10737,CUST_2196,PAY_CC,02-03-2024,2174.13,SUCCESS,Transaction Approved
TXN_900790,ORD_10738,CUST_2099,PAY_CC,29-03-2024,1019.32,Success,Transaction Approved
TXN_900791,ORD_10739,CUST_2105,PAY_UPI,06-08-2024,4086.98,Success,
TXN_900792,ORD_10740,CUST_2126,PAY_NB,22-10-2024,3806.1,Success,
TXN_900793,ORD_10741,CUST_2104,PAY_COD,07-03-2024,3949.21,Success,TRANSACTION APPROVED
TXN_900794,ORD_10742,CUST_2242,PAY_NB,24-01-2025,1738.84,Success,TRANSACTION APPROVED
TXN_900795,ORD_10743,CUST_2247,PAY_COD,23-01-2025,4815.4,  Success   ,Transaction Approved
TXN_900796,ORD_10744,CUST_2079,PAY_CC,05-06-2024,4159.48,Success,Transaction Approved
TXN_900797,ORD_10745,CUST_2288,PAY_UPI,28-08-2024,752.12,Success,Transaction Approved
TXN_900798,ORD_10746,CUST_2098,PAY_NB,09-08-2024,19605.55,Success,Transaction Approved
TXN_900799,ORD_10747,CUST_2203,PAY_COD,28-10-2024,1659.17,Success,Transaction Approved
TXN_900800,ORD_10748,CUST_2020,PAY_COD,25-01-2025,9717.57,Success,
TXN_900801,ORD_10749,CUST_2179,PAY_COD,22-12-2024,2065.42,Success,Transaction Approved
TXN_900802,ORD_10750,CUST_2218,PAY_CC,07-04-2024,2322.84,  Success   ,
TXN_900803,ORD_10751,CUST_2015,PAY_AJIO_WALLET,21-08-2024,966.39,FAILED,
TXN_900804,ORD_10751,CUST_2015,PAY_AJIO_WALLET,21-08-2024,966.39,Success,TRANSACTION APPROVED
TXN_900805,ORD_10752,CUST_2127,PAY_AJIO_WALLET,29-01-2025,752.12,Success,Transaction Approved
TXN_900806,ORD_10753,CUST_2197,PAY_NB,04-06-2024,736.14,Success,Transaction Approved
TXN_900807,ORD_10754,CUST_2219,PAY_DC,12-03-2024,2961.91,Success,Transaction Approved
TXN_900808,ORD_10755,CUST_2211,PAY_AJIO_WALLET,20-10-2024,1636.74,Success,Transaction Approved
TXN_900809,ORD_10756,CUST_2138,PAY_AJIO_WALLET,01-04-2024,2322.84,Success,
TXN_900810,ORD_10757,CUST_2001,PAY_AJIO_WALLET,12-01-2024,4870.78,Success,Transaction Approved
TXN_900811,ORD_10758,CUST_2088,PAY_CC,09-06-2024,912.83,Success,transaction approved
TXN_900812,ORD_10759,CUST_2057,PAY_CC,18-01-2025,1478.01,Failed,User Cancelled
TXN_900813,ORD_10759,CUST_2057,PAY_COD,18-01-2025,1478.01,Success,
TXN_900814,ORD_10760,CUST_2099,PAY_COD,15-11-2024,5528.89,Success,Transaction Approved
TXN_900815,ORD_10761,CUST_2086,PAY_UPI,02-02-2024,552.37,Success,Transaction Approved
TXN_900816,ORD_10762,CUST_2121,PAY_AJIO_WALLET,16-05-2024,2069.31,SUCCESS,Transaction Approved
TXN_900817,ORD_10763,CUST_2022,  PAY_NB   ,23-09-2024,10437.39,Success,Transaction Approved
TXN_900818,ORD_10764,CUST_2243,PAY_NB,15-12-2024,2864.3,Success,Transaction Approved
TXN_900819,ORD_10765,CUST_2123,PAY_COD,07-01-2024,1350.96,Success,Transaction Approved
TXN_900820,ORD_10766,CUST_2002,PAY_AJIO_WALLET,03-12-2024,918.42,Success,Transaction Approved
TXN_900821,ORD_10767,CUST_2272,PAY_CC,17-12-2024,6318.74,Success,Transaction Approved
TXN_900822,ORD_10768,CUST_2264,pay_cc,13-06-2024,1119.44,Success,Transaction Approved
TXN_900823,ORD_10769,CUST_2024,PAY_DC,11-06-2024,4863.39,Success,Transaction Approved
TXN_900824,ORD_10770,CUST_2042,PAY_COD,21-02-2024,690.71,Success,Transaction Approved
