Return_ID,Order_ID,Sales_ID,Customer_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Refund_Status
RET_8238,ORD_11135,SALE_51135,CUST_2121,PROD_1001,14-02-2025,,5159.35,PROCESSED
RET_8239,ORD_10521,SALE_50521,CUST_2197,PROD_1010,19-12-2024,CHANGED MIND / LATE DELIVERY,348.4,Approved
RET_8240,ORD_10578,SALE_50578,CUST_2271,PROD_1001,26-05-2024,item defective/damaged,5503.31,Pending
RET_8241,ORD_11521,SALE_51521,CUST_2208,PROD_1007,03-03-2024,Size issue - Too small,3279.18,
RET_8242,ORD_10937,SALE_50937,CUST_2181,PROD_1027,24-06-2024,Item defective/damaged,14938.13,Processed
RET_8243,ORD_10789,SALE_50789,CUST_2271,PROD_1024,31-12-2024,Wrong item delivered,1576.21,Processed
RET_8244,ORD_10353,SALE_50353,CUST_2041,PROD_1017,28-11-2024,,8696.52,Approved
RET_8245,ORD_11267,SALE_51267,CUST_2150,PROD_1028,22-04-2024,Changed mind / Late delivery,1024.26,Processed
RET_8246,ORD_10778,SALE_50778,CUST_2288,PROD_1028,06-01-2024,Item defective/damaged,965.44,
RET_8247,ORD_10866,SALE_50866,CUST_2006,PROD_1027,04-03-2024,Size issue - Too large,25228.85,Processed
RET_8248,ORD_10222,SALE_50222,CUST_2080,PROD_1012,18-02-2024,Changed mind / Late delivery,724.48,Rejected
RET_8249,ORD_11496,SALE_51496,CUST_2128,PROD_1016,25-02-2024,Color/Design mismatch,4138.62,Processed
RET_8250,ORD_10402,SALE_50402,CUST_2023,PROD_1002,18-05-2024,Item defective/damaged,1199.2,processed
